System,Model,FDC,FBD,Ske,Kur,PLO,CL,MIE,NBC,MAPE,RD,OR_0,OR_1,OR_2,OR_3,Ac_0,Ac_1,Ac_2,Ac_3,SH,perf
hipacc,DECART,0.0293422331928936,3.0,0.0231722768268933,0.1138512742418673,0.407439446366782,-3.3630427970899404,0.7907508120146602,0.6790149981587978,1.90107608040938,72.62135442412259,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,21.234266666666663
hipacc,DECART,0.0293422331928936,3.0,0.0231722768268933,0.1138512742418673,0.407439446366782,-3.3630427970899404,0.7907508120146602,0.6790149981587978,1.90107608040938,72.62135442412259,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,21.23623333333333
hipacc,DECART,0.0293422331928936,3.0,0.0231722768268933,0.1138512742418673,0.407439446366782,-3.3630427970899404,0.7907508120146602,0.6790149981587978,1.90107608040938,72.62135442412259,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,21.241366666666668
hipacc,DECART,0.0293422331928936,3.0,0.0231722768268933,0.1138512742418673,0.407439446366782,-3.3630427970899404,0.7907508120146602,0.6790149981587978,1.90107608040938,72.62135442412259,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,21.203666666666667
hipacc,DECART,0.0293422331928936,3.0,0.0231722768268933,0.1138512742418673,0.407439446366782,-3.3630427970899404,0.7907508120146602,0.6790149981587978,1.90107608040938,72.62135442412259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,21.2608
hipacc,DECART,0.0293422331928936,3.0,0.0231722768268933,0.1138512742418673,0.407439446366782,-3.3630427970899404,0.7907508120146602,0.6790149981587978,1.90107608040938,72.62135442412259,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,21.374600000000004
hipacc,DECART,0.0293422331928936,3.0,0.0231722768268933,0.1138512742418673,0.407439446366782,-3.3630427970899404,0.7907508120146602,0.6790149981587978,1.90107608040938,72.62135442412259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.232566666666667
hipacc,DECART,0.0293422331928936,3.0,0.0231722768268933,0.1138512742418673,0.407439446366782,-3.3630427970899404,0.7907508120146602,0.6790149981587978,1.90107608040938,72.62135442412259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.27686666666667
hipacc,DeepPerf,0.0628442115284496,2.0,0.0189601886826948,0.1073416069467256,0.2977014335145823,-1.368554215436026,0.7875880938042303,0.7710365301741391,17.45279476846084,79.05017301038063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,21.1877
hipacc,DeepPerf,0.0628442115284496,2.0,0.0189601886826948,0.1073416069467256,0.2977014335145823,-1.368554215436026,0.7875880938042303,0.7710365301741391,17.45279476846084,79.05017301038063,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,21.241733333333336
hipacc,DeepPerf,0.0628442115284496,2.0,0.0189601886826948,0.1073416069467256,0.2977014335145823,-1.368554215436026,0.7875880938042303,0.7710365301741391,17.45279476846084,79.05017301038063,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,21.3903
hipacc,DeepPerf,0.0628442115284496,2.0,0.0189601886826948,0.1073416069467256,0.2977014335145823,-1.368554215436026,0.7875880938042303,0.7710365301741391,17.45279476846084,79.05017301038063,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,21.23646666666666
hipacc,DeepPerf,0.0628442115284496,2.0,0.0189601886826948,0.1073416069467256,0.2977014335145823,-1.368554215436026,0.7875880938042303,0.7710365301741391,17.45279476846084,79.05017301038063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,21.3139
hipacc,DeepPerf,0.0628442115284496,2.0,0.0189601886826948,0.1073416069467256,0.2977014335145823,-1.368554215436026,0.7875880938042303,0.7710365301741391,17.45279476846084,79.05017301038063,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,21.40153333333334
hipacc,DeepPerf,0.0628442115284496,2.0,0.0189601886826948,0.1073416069467256,0.2977014335145823,-1.368554215436026,0.7875880938042303,0.7710365301741391,17.45279476846084,79.05017301038063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.37586666666666
hipacc,DeepPerf,0.0628442115284496,2.0,0.0189601886826948,0.1073416069467256,0.2977014335145823,-1.368554215436026,0.7875880938042303,0.7710365301741391,17.45279476846084,79.05017301038063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.279933333333336
hipacc,DT,0.0381292218946954,3.0,0.0251816707561711,0.0979906130230334,0.3231586752347998,-3.070709513179792,0.7914996301728383,0.7379744534826969,2.0672561011049853,78.33749382105783,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,21.24076666666667
hipacc,DT,0.0381292218946954,3.0,0.0251816707561711,0.0979906130230334,0.3231586752347998,-3.070709513179792,0.7914996301728383,0.7379744534826969,2.0672561011049853,78.33749382105783,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,21.301233333333336
hipacc,DT,0.0381292218946954,3.0,0.0251816707561711,0.0979906130230334,0.3231586752347998,-3.070709513179792,0.7914996301728383,0.7379744534826969,2.0672561011049853,78.33749382105783,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,21.2353
hipacc,DT,0.0381292218946954,3.0,0.0251816707561711,0.0979906130230334,0.3231586752347998,-3.070709513179792,0.7914996301728383,0.7379744534826969,2.0672561011049853,78.33749382105783,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,21.209866666666667
hipacc,DT,0.0381292218946954,3.0,0.0251816707561711,0.0979906130230334,0.3231586752347998,-3.070709513179792,0.7914996301728383,0.7379744534826969,2.0672561011049853,78.33749382105783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,21.295366666666663
hipacc,DT,0.0381292218946954,3.0,0.0251816707561711,0.0979906130230334,0.3231586752347998,-3.070709513179792,0.7914996301728383,0.7379744534826969,2.0672561011049853,78.33749382105783,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,21.36040000000001
hipacc,DT,0.0381292218946954,3.0,0.0251816707561711,0.0979906130230334,0.3231586752347998,-3.070709513179792,0.7914996301728383,0.7379744534826969,2.0672561011049853,78.33749382105783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.207566666666665
hipacc,DT,0.0381292218946954,3.0,0.0251816707561711,0.0979906130230334,0.3231586752347998,-3.070709513179792,0.7914996301728383,0.7379744534826969,2.0672561011049853,78.33749382105783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.26053333333333
hipacc,GP,0.0362065839573342,3.0,0.0174958164734888,0.2437260559855385,0.2965892239248641,-0.9832726536054636,0.7892235759684467,0.7440778107999275,3.3557640478068755,126.51371725160652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,21.251300000000004
hipacc,GP,0.0362065839573342,3.0,0.0174958164734888,0.2437260559855385,0.2965892239248641,-0.9832726536054636,0.7892235759684467,0.7440778107999275,3.3557640478068755,126.51371725160652,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,21.19023333333333
hipacc,GP,0.0362065839573342,3.0,0.0174958164734888,0.2437260559855385,0.2965892239248641,-0.9832726536054636,0.7892235759684467,0.7440778107999275,3.3557640478068755,126.51371725160652,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,21.313666666666663
hipacc,GP,0.0362065839573342,3.0,0.0174958164734888,0.2437260559855385,0.2965892239248641,-0.9832726536054636,0.7892235759684467,0.7440778107999275,3.3557640478068755,126.51371725160652,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,21.2655
hipacc,GP,0.0362065839573342,3.0,0.0174958164734888,0.2437260559855385,0.2965892239248641,-0.9832726536054636,0.7892235759684467,0.7440778107999275,3.3557640478068755,126.51371725160652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,21.230533333333334
hipacc,GP,0.0362065839573342,3.0,0.0174958164734888,0.2437260559855385,0.2965892239248641,-0.9832726536054636,0.7892235759684467,0.7440778107999275,3.3557640478068755,126.51371725160652,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,21.48236666666667
hipacc,GP,0.0362065839573342,3.0,0.0174958164734888,0.2437260559855385,0.2965892239248641,-0.9832726536054636,0.7892235759684467,0.7440778107999275,3.3557640478068755,126.51371725160652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.471766666666667
hipacc,GP,0.0362065839573342,3.0,0.0174958164734888,0.2437260559855385,0.2965892239248641,-0.9832726536054636,0.7892235759684467,0.7440778107999275,3.3557640478068755,126.51371725160652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.2376
hipacc,HINNPerf,0.0678202114426226,5.0,0.0281224302382125,0.1968214696542594,0.2978250123578843,-1.4790887214132726,0.7899061143178956,0.7772570645129493,2.2606155340731493,99.37098368759268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,21.193066666666663
hipacc,HINNPerf,0.0678202114426226,5.0,0.0281224302382125,0.1968214696542594,0.2978250123578843,-1.4790887214132726,0.7899061143178956,0.7772570645129493,2.2606155340731493,99.37098368759268,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,21.21123333333333
hipacc,HINNPerf,0.0678202114426226,5.0,0.0281224302382125,0.1968214696542594,0.2978250123578843,-1.4790887214132726,0.7899061143178956,0.7772570645129493,2.2606155340731493,99.37098368759268,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,21.2111
hipacc,HINNPerf,0.0678202114426226,5.0,0.0281224302382125,0.1968214696542594,0.2978250123578843,-1.4790887214132726,0.7899061143178956,0.7772570645129493,2.2606155340731493,99.37098368759268,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,21.2034
hipacc,HINNPerf,0.0678202114426226,5.0,0.0281224302382125,0.1968214696542594,0.2978250123578843,-1.4790887214132726,0.7899061143178956,0.7772570645129493,2.2606155340731493,99.37098368759268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,21.22106666666667
hipacc,HINNPerf,0.0678202114426226,5.0,0.0281224302382125,0.1968214696542594,0.2978250123578843,-1.4790887214132726,0.7899061143178956,0.7772570645129493,2.2606155340731493,99.37098368759268,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,21.356166666666663
hipacc,HINNPerf,0.0678202114426226,5.0,0.0281224302382125,0.1968214696542594,0.2978250123578843,-1.4790887214132726,0.7899061143178956,0.7772570645129493,2.2606155340731493,99.37098368759268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.2109
hipacc,HINNPerf,0.0678202114426226,5.0,0.0281224302382125,0.1968214696542594,0.2978250123578843,-1.4790887214132726,0.7899061143178956,0.7772570645129493,2.2606155340731493,99.37098368759268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.22676666666667
hipacc,LR,0.0405101442336418,2.0,1.45610532533855,3.376554588081739,0.2907810182896688,-0.3083831226592805,0.8615923469744856,0.7865005152551066,18.58738501049797,388.7543252595156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,21.188066666666668
hipacc,LR,0.0405101442336418,2.0,1.45610532533855,3.376554588081739,0.2907810182896688,-0.3083831226592805,0.8615923469744856,0.7865005152551066,18.58738501049797,388.7543252595156,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,21.204666666666665
hipacc,LR,0.0405101442336418,2.0,1.45610532533855,3.376554588081739,0.2907810182896688,-0.3083831226592805,0.8615923469744856,0.7865005152551066,18.58738501049797,388.7543252595156,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,21.2779
hipacc,LR,0.0405101442336418,2.0,1.45610532533855,3.376554588081739,0.2907810182896688,-0.3083831226592805,0.8615923469744856,0.7865005152551066,18.58738501049797,388.7543252595156,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,21.2446
hipacc,LR,0.0405101442336418,2.0,1.45610532533855,3.376554588081739,0.2907810182896688,-0.3083831226592805,0.8615923469744856,0.7865005152551066,18.58738501049797,388.7543252595156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,21.229600000000005
hipacc,LR,0.0405101442336418,2.0,1.45610532533855,3.376554588081739,0.2907810182896688,-0.3083831226592805,0.8615923469744856,0.7865005152551066,18.58738501049797,388.7543252595156,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,21.521833333333333
hipacc,LR,0.0405101442336418,2.0,1.45610532533855,3.376554588081739,0.2907810182896688,-0.3083831226592805,0.8615923469744856,0.7865005152551066,18.58738501049797,388.7543252595156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.2317
hipacc,LR,0.0405101442336418,2.0,1.45610532533855,3.376554588081739,0.2907810182896688,-0.3083831226592805,0.8615923469744856,0.7865005152551066,18.58738501049797,388.7543252595156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.241066666666665
hipacc,RF,0.0387579597756959,3.0,0.0347212136033079,0.1753455669661754,0.3005437469105289,-3.2690583541997613,0.7910436943736773,0.7506427894177189,1.891693236431366,70.23455264458724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,21.216733333333327
hipacc,RF,0.0387579597756959,3.0,0.0347212136033079,0.1753455669661754,0.3005437469105289,-3.2690583541997613,0.7910436943736773,0.7506427894177189,1.891693236431366,70.23455264458724,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,21.30546666666667
hipacc,RF,0.0387579597756959,3.0,0.0347212136033079,0.1753455669661754,0.3005437469105289,-3.2690583541997613,0.7910436943736773,0.7506427894177189,1.891693236431366,70.23455264458724,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,21.192966666666667
hipacc,RF,0.0387579597756959,3.0,0.0347212136033079,0.1753455669661754,0.3005437469105289,-3.2690583541997613,0.7910436943736773,0.7506427894177189,1.891693236431366,70.23455264458724,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,21.23576666666667
hipacc,RF,0.0387579597756959,3.0,0.0347212136033079,0.1753455669661754,0.3005437469105289,-3.2690583541997613,0.7910436943736773,0.7506427894177189,1.891693236431366,70.23455264458724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,21.23623333333333
hipacc,RF,0.0387579597756959,3.0,0.0347212136033079,0.1753455669661754,0.3005437469105289,-3.2690583541997613,0.7910436943736773,0.7506427894177189,1.891693236431366,70.23455264458724,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,21.362333333333336
hipacc,RF,0.0387579597756959,3.0,0.0347212136033079,0.1753455669661754,0.3005437469105289,-3.2690583541997613,0.7910436943736773,0.7506427894177189,1.891693236431366,70.23455264458724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.19356666666668
hipacc,RF,0.0387579597756959,3.0,0.0347212136033079,0.1753455669661754,0.3005437469105289,-3.2690583541997613,0.7910436943736773,0.7506427894177189,1.891693236431366,70.23455264458724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.2704
hipacc,SPLConqueror,0.0417579755577539,2.0,1.4568291766971455,3.373590003781323,0.2923875432525951,-0.2955788405337854,0.8617351178064635,0.7867855556878762,18.598615332212297,387.6592931290163,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,21.19046666666667
hipacc,SPLConqueror,0.0417579755577539,2.0,1.4568291766971455,3.373590003781323,0.2923875432525951,-0.2955788405337854,0.8617351178064635,0.7867855556878762,18.598615332212297,387.6592931290163,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,21.22093333333333
hipacc,SPLConqueror,0.0417579755577539,2.0,1.4568291766971455,3.373590003781323,0.2923875432525951,-0.2955788405337854,0.8617351178064635,0.7867855556878762,18.598615332212297,387.6592931290163,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,21.249166666666667
hipacc,SPLConqueror,0.0417579755577539,2.0,1.4568291766971455,3.373590003781323,0.2923875432525951,-0.2955788405337854,0.8617351178064635,0.7867855556878762,18.598615332212297,387.6592931290163,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,21.2404
hipacc,SPLConqueror,0.0417579755577539,2.0,1.4568291766971455,3.373590003781323,0.2923875432525951,-0.2955788405337854,0.8617351178064635,0.7867855556878762,18.598615332212297,387.6592931290163,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,21.21173333333333
hipacc,SPLConqueror,0.0417579755577539,2.0,1.4568291766971455,3.373590003781323,0.2923875432525951,-0.2955788405337854,0.8617351178064635,0.7867855556878762,18.598615332212297,387.6592931290163,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,21.581499999999995
hipacc,SPLConqueror,0.0417579755577539,2.0,1.4568291766971455,3.373590003781323,0.2923875432525951,-0.2955788405337854,0.8617351178064635,0.7867855556878762,18.598615332212297,387.6592931290163,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.22443333333333
hipacc,SPLConqueror,0.0417579755577539,2.0,1.4568291766971455,3.373590003781323,0.2923875432525951,-0.2955788405337854,0.8617351178064635,0.7867855556878762,18.598615332212297,387.6592931290163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.2168
hipacc,SVR,0.0301916558550753,3.0,0.7784186741098658,2.8145149958132016,0.2958477508650519,-3.1029449626931545,0.8303524691572993,0.7978189321954381,7.840015077106452,234.5406574394464,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,21.1828
hipacc,SVR,0.0301916558550753,3.0,0.7784186741098658,2.8145149958132016,0.2958477508650519,-3.1029449626931545,0.8303524691572993,0.7978189321954381,7.840015077106452,234.5406574394464,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,21.224500000000003
hipacc,SVR,0.0301916558550753,3.0,0.7784186741098658,2.8145149958132016,0.2958477508650519,-3.1029449626931545,0.8303524691572993,0.7978189321954381,7.840015077106452,234.5406574394464,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,21.179866666666666
hipacc,SVR,0.0301916558550753,3.0,0.7784186741098658,2.8145149958132016,0.2958477508650519,-3.1029449626931545,0.8303524691572993,0.7978189321954381,7.840015077106452,234.5406574394464,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,21.282400000000003
hipacc,SVR,0.0301916558550753,3.0,0.7784186741098658,2.8145149958132016,0.2958477508650519,-3.1029449626931545,0.8303524691572993,0.7978189321954381,7.840015077106452,234.5406574394464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,21.25243333333333
hipacc,SVR,0.0301916558550753,3.0,0.7784186741098658,2.8145149958132016,0.2958477508650519,-3.1029449626931545,0.8303524691572993,0.7978189321954381,7.840015077106452,234.5406574394464,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,21.892566666666667
hipacc,SVR,0.0301916558550753,3.0,0.7784186741098658,2.8145149958132016,0.2958477508650519,-3.1029449626931545,0.8303524691572993,0.7978189321954381,7.840015077106452,234.5406574394464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.198
hipacc,SVR,0.0301916558550753,3.0,0.7784186741098658,2.8145149958132016,0.2958477508650519,-3.1029449626931545,0.8303524691572993,0.7978189321954381,7.840015077106452,234.5406574394464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.23293333333333
hsmgp,DaL,0.0879813266402435,2.0,0.0291788393033463,0.163178613286318,0.1870781099324976,-1.5969832594323363,0.772269607924423,0.2183343137866727,1.020860973004973,5.537126325940212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,100.63106666666664
hsmgp,DaL,0.0879813266402435,2.0,0.0291788393033463,0.163178613286318,0.1870781099324976,-1.5969832594323363,0.772269607924423,0.2183343137866727,1.020860973004973,5.537126325940212,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,107.51683333333334
hsmgp,DaL,0.0879813266402435,2.0,0.0291788393033463,0.163178613286318,0.1870781099324976,-1.5969832594323363,0.772269607924423,0.2183343137866727,1.020860973004973,5.537126325940212,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,100.36296666666668
hsmgp,DaL,0.0879813266402435,2.0,0.0291788393033463,0.163178613286318,0.1870781099324976,-1.5969832594323363,0.772269607924423,0.2183343137866727,1.020860973004973,5.537126325940212,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,100.78153333333331
hsmgp,DaL,0.0879813266402435,2.0,0.0291788393033463,0.163178613286318,0.1870781099324976,-1.5969832594323363,0.772269607924423,0.2183343137866727,1.020860973004973,5.537126325940212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,103.60629999999998
hsmgp,DaL,0.0879813266402435,2.0,0.0291788393033463,0.163178613286318,0.1870781099324976,-1.5969832594323363,0.772269607924423,0.2183343137866727,1.020860973004973,5.537126325940212,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,101.61219999999996
hsmgp,DaL,0.0879813266402435,2.0,0.0291788393033463,0.163178613286318,0.1870781099324976,-1.5969832594323363,0.772269607924423,0.2183343137866727,1.020860973004973,5.537126325940212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,105.2924
hsmgp,DaL,0.0879813266402435,2.0,0.0291788393033463,0.163178613286318,0.1870781099324976,-1.5969832594323363,0.772269607924423,0.2183343137866727,1.020860973004973,5.537126325940212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,103.61566666666664
hsmgp,DECART,0.1142527746924288,1.0,0.0302623241738131,0.1426482803908442,0.2160077145612343,-1.7164234742091544,0.7979411204003758,0.1590219377589632,4.834591322529255,29.03326904532305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,101.2623
hsmgp,DECART,0.1142527746924288,1.0,0.0302623241738131,0.1426482803908442,0.2160077145612343,-1.7164234742091544,0.7979411204003758,0.1590219377589632,4.834591322529255,29.03326904532305,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,112.51096666666665
hsmgp,DECART,0.1142527746924288,1.0,0.0302623241738131,0.1426482803908442,0.2160077145612343,-1.7164234742091544,0.7979411204003758,0.1590219377589632,4.834591322529255,29.03326904532305,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,100.31930000000004
hsmgp,DECART,0.1142527746924288,1.0,0.0302623241738131,0.1426482803908442,0.2160077145612343,-1.7164234742091544,0.7979411204003758,0.1590219377589632,4.834591322529255,29.03326904532305,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,100.315
hsmgp,DECART,0.1142527746924288,1.0,0.0302623241738131,0.1426482803908442,0.2160077145612343,-1.7164234742091544,0.7979411204003758,0.1590219377589632,4.834591322529255,29.03326904532305,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,111.84189999999998
hsmgp,DECART,0.1142527746924288,1.0,0.0302623241738131,0.1426482803908442,0.2160077145612343,-1.7164234742091544,0.7979411204003758,0.1590219377589632,4.834591322529255,29.03326904532305,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,102.57829999999996
hsmgp,DECART,0.1142527746924288,1.0,0.0302623241738131,0.1426482803908442,0.2160077145612343,-1.7164234742091544,0.7979411204003758,0.1590219377589632,4.834591322529255,29.03326904532305,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.9682666666667
hsmgp,DECART,0.1142527746924288,1.0,0.0302623241738131,0.1426482803908442,0.2160077145612343,-1.7164234742091544,0.7979411204003758,0.1590219377589632,4.834591322529255,29.03326904532305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,111.23626666666664
hsmgp,DeepPerf,0.0943434903278992,1.5,0.0332135693443258,0.1645417007207141,0.1865959498553519,-1.5891591104558138,0.7788083662579661,0.2181176208993364,97.72323496912666,7.43731918997107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,100.35143333333332
hsmgp,DeepPerf,0.0943434903278992,1.5,0.0332135693443258,0.1645417007207141,0.1865959498553519,-1.5891591104558138,0.7788083662579661,0.2181176208993364,97.72323496912666,7.43731918997107,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,105.08196666666664
hsmgp,DeepPerf,0.0943434903278992,1.5,0.0332135693443258,0.1645417007207141,0.1865959498553519,-1.5891591104558138,0.7788083662579661,0.2181176208993364,97.72323496912666,7.43731918997107,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,100.35023333333336
hsmgp,DeepPerf,0.0943434903278992,1.5,0.0332135693443258,0.1645417007207141,0.1865959498553519,-1.5891591104558138,0.7788083662579661,0.2181176208993364,97.72323496912666,7.43731918997107,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,100.45726666666664
hsmgp,DeepPerf,0.0943434903278992,1.5,0.0332135693443258,0.1645417007207141,0.1865959498553519,-1.5891591104558138,0.7788083662579661,0.2181176208993364,97.72323496912666,7.43731918997107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,106.18716666666664
hsmgp,DeepPerf,0.0943434903278992,1.5,0.0332135693443258,0.1645417007207141,0.1865959498553519,-1.5891591104558138,0.7788083662579661,0.2181176208993364,97.72323496912666,7.43731918997107,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,107.9729333333333
hsmgp,DeepPerf,0.0943434903278992,1.5,0.0332135693443258,0.1645417007207141,0.1865959498553519,-1.5891591104558138,0.7788083662579661,0.2181176208993364,97.72323496912666,7.43731918997107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.63206666666667
hsmgp,DeepPerf,0.0943434903278992,1.5,0.0332135693443258,0.1645417007207141,0.1865959498553519,-1.5891591104558138,0.7788083662579661,0.2181176208993364,97.72323496912666,7.43731918997107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,106.18716666666664
hsmgp,DT,0.1093152897725215,1.5,0.031304546730039,0.1509903734569508,0.2025072324011571,-1.6861381737270724,0.7991135430773824,0.2048750725123126,4.4758371942130095,26.52989392478303,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,100.7963
hsmgp,DT,0.1093152897725215,1.5,0.031304546730039,0.1509903734569508,0.2025072324011571,-1.6861381737270724,0.7991135430773824,0.2048750725123126,4.4758371942130095,26.52989392478303,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,112.9141
hsmgp,DT,0.1093152897725215,1.5,0.031304546730039,0.1509903734569508,0.2025072324011571,-1.6861381737270724,0.7991135430773824,0.2048750725123126,4.4758371942130095,26.52989392478303,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,100.36296666666668
hsmgp,DT,0.1093152897725215,1.5,0.031304546730039,0.1509903734569508,0.2025072324011571,-1.6861381737270724,0.7991135430773824,0.2048750725123126,4.4758371942130095,26.52989392478303,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,100.3193
hsmgp,DT,0.1093152897725215,1.5,0.031304546730039,0.1509903734569508,0.2025072324011571,-1.6861381737270724,0.7991135430773824,0.2048750725123126,4.4758371942130095,26.52989392478303,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,107.49329999999996
