System,Model,FDC,FBD,PLO,Ske,Kur,CL,h_max,NBC,MAPE,RD
deeparch,DECART,0.08529114608316365,1.0,0.03249620825260602,0.12266319213011048,0.2571196094385679,-3.1198718052639913,0.8350554294164991,0.9072354424582976,13.091738848593803,38.3393002441009
deeparch,DeepPerf,0.12598362338160696,4.0,0.02594721855640758,0.12018559577962629,0.14117168429617571,-3.150981248824023,0.8233516583565095,0.9492350904084488,46.237230328744204,31.925549227013832
deeparch,DT,0.0373542011670594,1.0,0.03148885347909297,0.09289958165044923,0.1989422294548413,-2.782105062742221,0.8356262457024808,0.9248046500890947,14.224095445148247,43.254678600488205
deeparch,GP,0.05296161128362886,4.0,0.04425518462079969,0.15870948079412006,0.16558177379983718,-2.445425925192085,0.8270700557064615,0.9367967269704557,43.973432002289286,93.59153783563872
deeparch,HINNPerf,0.05188721436796087,3.0,0.03319300133705755,0.10745767561073019,0.1448331977217249,-3.311773671209872,0.8246405553430758,0.9482654525878194,17.8242536597527,32.23352318958503
deeparch,kNN,0.04923390022034624,3.0,0.15314782623940465,0.2597425070238888,0.22986167615947922,-2.242749698485227,0.8486843142806161,0.9163729366194928,50.61206548857205,85.34499593165174
deeparch,LR,0.09878880165326401,3.5,0.9420661608284011,1.1666310799731476,0.14198535394629774,-3.6737680116104063,0.8376437628465054,0.9490972213671462,81.77257013086435,72.70870626525631
deeparch,RF,0.06637245313020797,2.0,0.019765795425032984,0.08868247114265043,0.1558177379983726,-2.9593386657727225,0.8120010206905368,0.9438443330070698,14.209216501503235,40.26688364524003
deeparch,SPLConqueror,0.09327074167630353,4.0,0.9421030458436026,1.1705322288686035,0.1440195280716029,-3.7247079043628446,0.8381997634469913,0.9479514681998955,81.20482260275001,72.70951993490642
deeparch,SVR,0.14054033042728617,3.0,0.35092276524651006,0.7710746982870977,0.1480878763222131,-3.3065137633763917,0.8335019514481792,0.9465866956362994,56.81207911569686,36.44914564686737
exastencils,DaL,0.0794397628841404,5.0,0.058004169661861615,0.3349693479109561,0.0005140036099788,-2.032481177077449,0.7961717445881649,0.9434906213762824,4.075457165416467,3933.065864183511
exastencils,DECART,0.0511247001732269,0.0,0.02621275460111283,0.1043769227848963,0.0159819261986444,-5.193000264364755,0.7532410250213847,0.2967629189309385,3.648227260574518,3746.8462770598994
exastencils,DeepPerf,0.11720391396670629,5.0,0.01809560962991863,0.09985033547321631,0.0003705607420777,-1.955284982398024,0.7951618159441036,0.9425929290465349,99.46638127064651,3659.540773635201
exastencils,DT,0.022064114924895795,1.0,0.021408243034708452,0.12550449801523067,0.01149335979057335,-4.342307369761079,0.8244184930269731,0.5151208179927014,3.735353281318345,3846.9510441445427
exastencils,GP,0.15831001989615873,7.0,1.923681984683674,77.97363306742844,0.00288678771650905,-0.6590088444624818,0.761274808294259,0.8992398972302762,333.060997574682,25210.273688991954
exastencils,HINNPerf,0.0528179801753548,4.0,0.015789527569745165,0.09233768753491556,0.000274932163477,-2.01394924187511,0.7965854439860489,0.9449634062387195,3.376895935304523,3459.7658235413655
exastencils,kNN,0.5436284040897026,5.0,0.8163028176950712,2.333652017351395,0.0102442114826015,-1.8740607041138786,0.8336209587128114,0.8644571860625812,18.03998051248051,17817.49939036781
exastencils,LR,0.25841941567657406,7.0,2.1438483593162374,2.430987204696906,0.0002271178741766,-3.0828475071811705,0.8333880342302137,0.9581475965811297,17.433105965278294,17240.263946830513
exastencils,RF,0.03030480486232856,3.0,0.015361824052743112,0.09062495900784917,0.0004422821760283,-1.9131116079894142,0.804152519662924,0.9432475457633984,3.023724884850395,3115.3928661080363
exastencils,SPLConqueror,0.2751323059020461,7.0,2.128925200147487,2.4098689462764185,0.0002271178741766,-3.1603916181213965,0.8334582938721579,0.9582873632435852,17.326787072340828,17235.192870889467
exastencils,SVR,0.10645320596692182,6.0,1.563127249012002,2.9977744301126648,0.000143442867901,-3.020858879679109,0.807131643761077,0.9612299832891192,14.776374333425723,16600.170708966376
Hadoop,DaL,0.2102993790830902,7.5,0.8608333025896415,2.0183528923570226,0.9996245525571446,-0.66854395150432,0.8420909061493775,0.6768112994886228,2.839176576729912,840.5143521501591
Hadoop,DECART,0.20198579361296803,7.0,0.1650843238620484,0.1858909730300995,1.0,-2.9761857364749282,0.8580088940315983,0.5572100485908252,3.4008026054207283,826.5649313759252
Hadoop,DeepPerf,0.21989712123915361,7.0,0.3590383038683979,0.4371159366062195,0.9996234939759036,-0.8750456193659483,0.8630761977093527,0.6977045250680827,92.79970606188235,827.2061158558995
Hadoop,DT,0.20504252893536662,7.0,0.15360329774569556,0.1512965300766944,1.0,-2.6130278816104533,0.8599298559224213,0.6168885725808044,3.4995274199760003,819.930439800137
Hadoop,GP,0.2997567265993136,7.0,0.28156142023070785,0.2731941864999441,0.9996232101951882,-1.032688398601962,0.866065851287785,0.710789364000538,2.7997356570952205,831.8896839302877
Hadoop,HINNPerf,0.19860810798213366,7.0,0.2426488033919407,0.2807410084319948,0.9996232101951882,-0.8776698387787634,0.8638242082114406,0.7067079323304768,2.81613855000948,834.5471444033469
Hadoop,kNN,0.130321859349108,7.0,0.11394818614374551,0.6438310252750212,0.9996234939759036,-0.6245024500012349,0.8602620022289684,0.680530918803386,2.9457714300530737,849.4727638307068
Hadoop,LR,0.2194805855965195,7.0,0.24515930210529335,0.39019066373896893,0.9996232101951882,-0.8882302788744452,0.8627152182247281,0.7090648635940842,2.8104610464783484,833.9813498509925
Hadoop,RF,0.08592807521981344,7.0,0.31003811247134655,1.48430675991383,0.9996234939759036,-0.7942622706279245,0.858719503959205,0.6898895724763177,2.762040987868158,797.7395282303644
Hadoop,SPLConqueror,0.18638160994178832,7.0,0.303402661430967,0.5786501978211231,0.9996232101951882,-0.6031004724258319,0.8662001087812058,0.7079117620025632,3.3176642388344404,894.2350633200474
Hadoop,SVR,0.31636464744689874,7.0,0.3203942081314012,0.3034810923880449,0.9996232101951882,-0.8441887716742534,0.8566615199264074,0.708513264933095,2.8472253885675074,826.3623958272858
MariaDB,DaL,0.0724329043300206,4.0,0.03543505988702578,0.11012260178910038,0.0451030927835051,-2.97377114436637,0.8289577367088246,0.0113691722868595,4.262880080638094,68.74355670103093
MariaDB,DECART,0.12813333876330368,2.0,0.03220784818369532,0.11818630512730355,0.16688144329896898,-4.136538840800579,0.8703245441379368,0.031740382695833,4.1209428397494925,68.43556701030928
MariaDB,DeepPerf,0.09506794136893079,5.0,0.02883002206933233,0.08151257320904337,0.0302835051546391,-3.25448545182432,0.8139136978642159,0.01043576392483565,52.77330527269282,62.30412371134021
MariaDB,DT,0.12966761004194743,2.0,0.043677717430257,0.1041193672173446,0.1069587628865979,-3.336389874510661,0.8628252925873185,0.0055752328289326,4.768251324046419,71.64368556701031
MariaDB,GP,0.23407473766104844,4.0,0.1506804779267346,0.16209059574823792,0.0264175257731958,-1.9926559197575386,0.8271810817886249,0.01137997495161255,13.208034166850588,100.79574742268042
MariaDB,HINNPerf,0.07688685215388136,5.0,0.044440975939100735,0.11644906465964411,0.0206185567010309,-2.9016253330669017,0.814770962001992,0.01139203764076415,3.7182077514359926,61.62177835051547
MariaDB,kNN,0.0831161023579791,5.0,0.1900344551484184,0.3870116152737223,0.086340206185567,-2.386742185053536,0.8112486682321243,0.0101921281792144,10.396244416693463,106.40528350515464
MariaDB,LR,0.08146007182370579,2.0,0.6111297354417613,0.31713381143981223,0.0154639175257731,-4.8659980857265825,0.8586110891080325,0.0106862020415272,21.575661240335414,125.56958762886599
MariaDB,RF,0.15185325452948906,4.0,0.029028784968725685,0.08231876352306222,0.0296391752577319,-2.8768069913482686,0.8420333258147104,0.01139985173948245,3.7753784356957443,64.02963917525773
MariaDB,SPLConqueror,0.0576421320790744,3.0,0.6475086727954813,0.31060089305810595,0.0128865979381443,-4.603149405143777,0.8596669313395475,0.011404194099034249,21.33463178491629,125.05670103092783
MariaDB,SVR,0.1659088988466225,4.0,0.41862456728637687,0.6592447771532686,0.0167525773195876,-4.246402181877549,0.8347052647768685,0.0114074643072851,19.480466040787825,131.29961340206188
MongoDB,DaL,0.03371029846988027,3.0,0.008254499659211,0.016203382231762986,0.01371742112482845,-2.7978027074347214,0.7868249460722507,0.6940180497672449,0.8409831330673225,340.06747256515774
MongoDB,DECART,0.02817152215526894,0.0,0.009642915922759853,0.0052037524902243115,0.1466049382716049,-4.170172528934048,0.8275874021054808,0.3226922226255174,0.9836761984561935,379.0997942386831
MongoDB,DeepPerf,0.03175737195551043,2.0,0.009226307362604599,0.012976381403746906,0.02374828532235935,-2.9185785468766943,0.8039128265878686,0.6233637212613442,99.97069564379163,340.1203703703703
MongoDB,DT,0.030643618976442466,1.5,0.0097503471794771,0.006332224977325329,0.0916495198902606,-3.1622865021812014,0.8438917257588092,0.4527596226488186,1.1768686761240748,403.3622256515775
MongoDB,GP,0.06001229074769951,9.0,4.2674692950858075,68.50722903583589,0.0256344307270233,-0.9602442434246143,0.7582488221408434,0.6810859386181201,11.873051253956039,882.0817901234568
MongoDB,HINNPerf,0.03464384123015132,3.0,0.00788721832689485,0.014228912185865306,0.0128600823045267,-2.7996923645556455,0.7898950790553517,0.7055530751176866,0.8366937744812049,339.92678326474623
MongoDB,kNN,0.17724801088472472,3.0,0.0306661342123322,0.1965888119952336,0.0967935528120713,-1.9856705948299727,0.838452928984009,0.5444418039206029,3.163831928290006,513.17609739369
MongoDB,LR,0.043534734488473475,4.0,0.0036221206522025,0.015912591762026862,0.0151748971193415,-2.8401031614266325,0.8190815273491483,0.648394289902239,0.846368759573702,351.4653635116598
MongoDB,RF,0.03634714557654156,2.5,0.0082904918271938,0.009374745552282793,0.024176954732510247,-2.772985492702736,0.837542152680994,0.6773610169955724,0.8720341085580761,350.5067729766804
MongoDB,SPLConqueror,0.04489279309810082,4.0,0.005059748330492601,0.009077793356412012,0.0114883401920438,-2.7404393284071156,0.7785884652252539,0.6685291166297462,0.854615394800937,356.21879286694104
MongoDB,SVR,0.11840091728939298,6.0,0.03902216114083411,0.046435654424610506,0.0126886145404663,-3.8391204504587426,0.7843361673853969,0.7064555794019567,1.29285624945221,399.91769547325106
PostgreSQL,DaL,0.10747665100894094,4.0,2.3116647522369,8.794942005344218,0.0028935185185185,-1.2591440759939805,0.7629304679700928,0.14500702352677441,22.355101250742123,140.0011574074074
PostgreSQL,DECART,0.22978892528470285,2.0,1.653540637714916,4.803179123533505,0.08391203703703701,-1.895490342481068,0.8454937435047902,0.0171580842250756,19.62987800851846,136.55034722222223
PostgreSQL,DeepPerf,0.1105380655065013,4.0,2.335401212374242,9.411166844231957,0.0127314814814814,-1.2708815659168102,0.7891231866220627,0.15295501156273994,99.92400953140503,145.9693287037037
PostgreSQL,DT,0.08897943875929382,3.0,2.2871116909369493,7.384532791918425,0.0497685185185185,-1.4717611281319738,0.8238220175562889,0.0076037565448582,19.447248460170695,139.3275462962963
PostgreSQL,GP,0.11518221910264669,4.0,0.46885376125096623,0.18542608458841003,0.0011574074074074,-3.9502348501272513,0.8519757800038258,0.1564083997103548,21.80747764616997,144.26909722222223
PostgreSQL,HINNPerf,0.06900116332036535,4.0,1.5421726625498207,4.489346864373218,0.0040509259259259,-1.4564086237272238,0.7892286370180868,0.15548024091504248,20.467783925212302,144.38715277777777
PostgreSQL,kNN,0.1985923933286018,5.0,0.7776832877489689,1.9296522139314913,0.03125,-1.573147397039281,0.7941531410136298,0.1463525964275606,19.557460954628084,152.8101851851852
PostgreSQL,LR,0.1652330169973556,5.0,0.4702922194758526,0.19929274924738682,0.0011574074074074,-3.8581186477561267,0.8535560262514557,0.1564083997103548,22.648088675382493,131.93634259259258
PostgreSQL,RF,0.11447347861270525,4.0,0.87373251880516,2.4587397327776825,0.0063657407407407,-2.228274211346786,0.754739826435207,0.15199135764511146,20.39157521249299,143.46122685185185
PostgreSQL,SPLConqueror,0.19056335159745202,3.0,0.46923248417243235,0.2340186267202531,0.0011574074074074,-3.983546116827621,0.8508138999601068,0.1564083997103548,22.648704055617284,136.78819444444446
PostgreSQL,SVR,0.06930751583646069,4.0,0.2983945655985397,0.12938226764083316,0.0034722222222222,-3.5422243903605635,0.8429247348583134,0.15618148847585045,9.56686017691558,127.86400462962962
redis,DaL,0.13150109940845506,7.0,0.5619120750658602,1.6908125985241875,0.9967919232245939,-0.7546702960645053,0.842149461441515,0.719147072732234,3.949526046882278,680.5293871925586
redis,DECART,0.12185475683549746,8.0,0.09075370232120905,0.5341112726481241,0.9986270022883296,-1.0656887604450695,0.8628163823916053,0.662242691195249,4.657539087853549,610.6606233009095
redis,DeepPerf,0.2427502441409684,7.0,0.1428642919779018,1.5518979348348632,0.998620055197792,-1.0475454350618425,0.8633038744662058,0.7014655673464605,99.8856065897715,682.6941769830353
redis,DT,0.05432256549947475,7.0,0.0949598239649877,0.3365527954335281,0.9977116628115779,-1.0660824862171143,0.8610174939223425,0.6802819723463918,4.66895221652349,586.7586297139237
redis,GP,0.099667847504995,7.5,1.2474582382220563,28.86628990460054,0.9963082571229918,-0.4385709998613805,0.8216464217815616,0.7122505745638883,86.13363036757983,694.7646960071816
redis,HINNPerf,0.2803332508586299,7.5,0.09524798841707235,1.3220442191912587,0.9954400213090112,-0.6398202014618956,0.8648535676408301,0.7327809352112108,3.928494521139933,695.6776905279617
redis,kNN,0.08791295726751919,7.0,0.17808532223642665,0.47314509046036823,0.9977048426608274,-0.5793690220963679,0.8591782698847212,0.7022891140661418,4.17148214894703,652.147410448807
redis,LR,0.28091438848561284,8.0,0.110466286310099,1.4747995218053431,0.9954306600310845,-0.7553085209145196,0.8657491418402564,0.7314266696494426,3.934462738957941,692.1308539944903
redis,RF,0.049377485135181795,8.0,0.3727316227210449,3.7944864182614726,0.9963073844640851,-0.42939052515762915,0.8458610833663449,0.7192649309427053,3.5048534122090134,582.2906264676205
redis,SPLConqueror,0.08307748808482635,8.0,0.046046042483880056,1.0514842140269982,0.9960963356132226,-0.31359748582875624,0.8639814331327336,0.7301697319037799,3.95733973993365,701.1317722681359
redis,SVR,0.159590455846005,7.0,0.176208410645717,1.2458939782643472,0.9954389773656781,-0.5740194476314433,0.8614184626905805,0.73566561221768,3.9245471524709017,683.3140514719189
spark,DaL,0.19770178709228284,10.0,0.03880138848537326,0.0721258806127496,0.9950177910704228,-0.930839867627727,0.8407718669287734,0.602702077385641,5.580479798244311,147.94745720622362
spark,DECART,0.18217604953131045,8.0,0.018789165842648392,0.01899447859736314,0.9992885093372076,-2.3222271252678475,0.8398828497648934,0.3274411725582837,5.245128886438591,137.22561646601554
spark,DeepPerf,0.22768913865732193,9.5,0.030649127620984734,0.07641100956782276,0.9939583537645095,-1.0173024257720589,0.8533995931999874,0.6020308612642845,96.98289153530482,150.55987664084307
spark,DT,0.1428181079627877,8.0,0.020857741176419614,0.029863011525685823,0.9985760055155073,-1.257494415648376,0.8470885596646092,0.41740202696489276,5.379575045594657,134.2331877992185
spark,GP,0.14859045539165244,10.0,0.18475020060620595,1.040464132679169,0.99288256227758,-0.6354308755570282,0.8420323045396921,0.5520778182390418,12.987851667924039,188.71280017001135
spark,HINNPerf,0.37224251225626376,9.0,0.028752778932502457,0.05947186494231704,0.9928926794598436,-0.7558807677448259,0.8552995163573316,0.6104689334116401,5.301938667101726,144.37045386729528
spark,kNN,0.0751939797716503,9.0,0.3623785930743533,0.4624387870092934,0.9943181818181818,-0.791784128144514,0.849661072129558,0.5172494805114659,19.62035299620987,262.9821556031406
spark,LR,0.7060967518826243,9.0,0.6769027979479588,0.5052995708045436,0.9929278606778551,-0.8956370434985788,0.8544417239620579,0.6044320277871864,11.60567187023507,156.3303843745734
spark,RF,0.11644286864897291,9.0,0.028483706520875646,0.048936240795086405,0.993573716298273,-0.48828635868737097,0.8501953432724645,0.5802387035802994,4.289159285545168,132.4974151090192
spark,SPLConqueror,0.7356953675313493,9.0,0.6747505077372157,0.42682540725548,0.993259808551462,-0.835294172577371,0.855605437791686,0.6014283210917033,11.784541086764019,157.72351357338832
spark,SVR,0.09991488436086116,9.0,0.6786971323570781,0.586192486569117,0.9929102932188123,-0.4106763232375761,0.8455228558474399,0.5810908188331494,25.37436607235624,211.1096868642437
storm,DaL,0.0615563605483496,3.0,0.04230861339382552,0.16308795964755074,0.06125498007968121,-2.245946582827612,0.7309191742062282,0.00144235006267165,510.76194698679035,35.10657370517929
storm,DECART,0.0832686500967868,2.0,0.03097614342492172,0.11589086352739164,0.15039840637450194,-2.45595300762416,0.8604246747234565,0.00014923958067655,275.1106653456988,29.7246015936255
storm,DeepPerf,0.0543504066559206,3.0,0.03825679228916623,0.11832547733099164,0.06075697211155375,-2.0989237514722605,0.7163771746099634,0.001442325838856,113550.90802351158,45.85209163346613
storm,DT,0.0961172028819737,2.0,0.024430449715808766,0.10190910757832305,0.1155378486055776,-2.445665654399429,0.8254309638482726,0.00048800915586425,297.1155614029561,30.729083665338646
storm,GP,0.1008684245278426,4.0,0.08459458484423177,0.25936346604698324,0.0637450199203187,-2.193172897742474,0.8022818254298956,0.0014422472929143501,10752.28220878348,83.66982071713147
storm,HINNPerf,0.07684167927112234,3.0,0.0341791617182482,0.12980315938907205,0.0587649402390438,-2.3422791883947793,0.7840546581853245,0.00144212018775645,1038.4858203913884,47.2445219123506
storm,kNN,0.0404725290710612,4.0,0.7148359906612403,2.0703092951362647,0.11005976095617526,-2.1410941644514674,0.7474574778919902,0.001440860152639,16795.66882020633,100.73655378486056
storm,LR,0.07877403434121805,2.0,1.7111863646474936,2.292468169130295,0.032370517928286796,-4.231027448227884,0.8613013301942678,0.0014373277375988999,84297.00886969749,124.18874501992032
storm,RF,0.08326722745138179,3.0,0.033787197940660096,0.11348490139477452,0.0617529880478087,-2.34260143845907,0.7492688093059208,0.0014421181626758,333.16490793742616,29.803286852589643
storm,SPLConqueror,0.0963068176804408,3.0,1.6898988717225667,2.3760394789566464,0.032370517928286796,-4.066816290111895,0.8574549468660465,0.0014424054638522,80119.5660962634,130.6847609561753
storm,SVR,0.11723636779836805,2.0,1.240552209281963,2.7234018049451953,0.0358565737051792,-4.334956633888247,0.8286816782798114,0.0014424041540311498,21957.66230192389,111.30826693227093
hsmgp,DaL,0.043495646090256884,2.0,0.09809922387048031,0.5745433282021235,0.1947926711668273,-1.650781037193891,0.7790955489602829,0.2183343137866727,1.020860973004973,5.537126325940212
hsmgp,DECART,0.08447243498443824,2.0,0.09843372884230894,0.6356086721480589,0.2328833172613307,-1.689928923504998,0.8025652801659509,0.1590219377589632,4.8345913225292545,29.033269045323046
hsmgp,DeepPerf,0.0440953080091353,2.0,0.10032196225735457,0.5882471510661276,0.1943105110896817,-1.5912853933414268,0.7800648940693521,0.21811762089933645,97.72323496912666,7.43731918997107
hsmgp,DT,0.06350379507295716,2.0,0.09932825919685762,0.6101976858047702,0.2179363548698167,-1.6063807797583107,0.8001631833631437,0.2048750725123126,4.4758371942130095,26.52989392478303
hsmgp,GP,0.0818838902443883,4.0,0.10401621856203414,0.6383543707455441,0.19286403085824488,-1.5453947334492661,0.7757000120158951,0.21072425243107828,0.9258206294133454,5.41321118611379
hsmgp,HINNPerf,0.05836774063335561,3.0,0.10155411356509925,0.5764416452610779,0.1947926711668273,-1.4902900669769794,0.7808525877933439,0.2181830854700143,2.8176892853528157,16.108486017357762
hsmgp,kNN,0.08924296051888689,3.0,0.12815574339623792,0.7485810517663194,0.2078109932497589,-1.4428172111086353,0.7956829085308059,0.21767238638629416,5.931936670846741,25.688524590163937
