System,Model,FDC,FBD,PLO,Ske,Kur,CL,h_max,NBC,MAPE,RD
Apache,DaL,0.18803009021192346,4.0,4.915035562313985e-05,8.773394743480378e-05,0.03828125,-2.616707010389598,0.8271844118648856,0.12934157309613215,0.7869973577048571,124.540625
Apache,DECART,0.20390176365762314,3.0,0.0008810955263491849,0.0011454253984031493,0.15859374999999998,-1.754921803125481,0.8681677747069787,0.0508028164830696,0.8492327940629243,129.9890625
Apache,DeepPerf,0.1665948208994958,4.0,5.3201287945503495e-05,0.00010240558024944557,0.04609375,-1.8456104865882503,0.8368241134758827,0.1407963472688909,41.186298328189466,123.41953125
Apache,DT,0.106604082055028,4.0,0.0019509776041828353,0.002493074205179205,0.109375,-1.0061126786934986,0.8640364501087479,0.08607001599716996,0.9712587838657603,135.646875
Apache,GP,0.3918795160834372,7.0,0.020620281382712102,0.022218710760266755,0.0640625,-0.6185912741648427,0.8497244094422047,0.1323008051779973,2.0901442497990326,138.69296875
Apache,HINNPerf,0.285262339447072,5.0,4.112873141659534e-05,3.7711633956702406e-05,0.01796875,-2.172868389987835,0.8480947513887833,0.14923489014630464,0.8208047488967529,121.571875
Apache,kNN,0.06749854063894206,4.0,0.041400943238391275,0.1986034115439026,0.0875,-1.1798348397121416,0.8441469098408355,0.1198327575468156,10.80063223673411,133.21484375
Apache,LR,0.31494105507286246,4.5,5.313450771915473e-05,3.964862504385325e-05,0.015625,-2.217350761638299,0.8649853698095016,0.14918971510140375,0.8130866998336392,122.06640625
Apache,RF,0.1174892981480814,4.0,0.0006832938970720015,0.000892886803145948,0.0609375,-0.9348147128470472,0.8509782247019357,0.1326811565251961,0.8256108298026534,130.90234375
Apache,SPLConqueror,0.2130156115685643,4.0,0.00013234898082703506,0.0001340550747628566,0.01796875,-1.6390408726058099,0.863739629981007,0.1492449538556136,0.8900254421428506,122.7796875
Apache,SVR,0.14507399926684345,5.0,0.02112055569713267,0.15215933922781044,0.01640625,-1.933217373686541,0.8203873577485384,0.1486801967173148,64.02933871899114,135.528125
7z,DaL,0.0870000502092696,3.0,0.010959923871697974,0.10054140253559574,0.001760455104551,-3.496430983170586,0.7742902399486313,0.8856432083857078,5.408502357328064,1945.1535209102092
7z,DECART,0.0448997898445898,1.0,0.0031260245117714636,0.027349117264766853,0.02285516605166045,-5.565046755821314,0.809819793965777,0.4839746428094366,0.46665887871287315,602.6640682656827
7z,DeepPerf,0.16878786727260425,4.0,0.0083329555564573,0.11142345649755647,0.0017373923739237,-3.515644945195099,0.7784934415250585,0.8820254464684842,99.97602853896838,2071.7589867773677
7z,DT,0.061178384971005154,1.5,0.0030930998571230273,0.0267177810257051,0.017450799507995052,-4.779286619753881,0.8355710139078051,0.5297086584377462,0.47447270178347406,613.6455181426815
7z,GP,0.4768218748791666,6.0,3.8178929799417616,252.75764331160525,0.008494772447724449,-0.6067710087806009,0.7558788646479604,0.8378034245912631,1115.3832071510485,12343.364629458794
7z,HINNPerf,0.1844298607294812,3.0,0.00869700986813915,0.10321288238076409,0.0010224477244772001,-3.6044824438073686,0.8015940858413242,0.891338784144024,8.019253994953022,2226.9689268142683
7z,kNN,0.1145991053394131,3.0,0.5519980545224408,2.6116042878358128,0.02192496924969245,-2.8194265446094517,0.7513607722325859,0.7436969486086864,42.66662335050235,5985.5807349323495
7z,LR,0.06161931349833655,5.0,2.7081722942080235,8.95607020981019,0.000830258302583,-4.133094645035127,0.8578042727132611,0.8922699206158873,150.95366738706073,9413.22856703567
7z,RF,0.07144776407577194,3.0,0.0026440982679956093,0.021269647792769852,0.00219095940959405,-3.392572183600287,0.7979778971580189,0.8789528931558154,0.4877708601311475,561.4571878843789
7z,SPLConqueror,0.06021423210850715,5.0,2.7085464755259885,8.959402447384301,0.0005688806888068,-3.6641480160281454,0.8572575148461444,0.8990699767867811,150.5883903679507,9427.633963714638
7z,SVR,0.1328515814181176,7.0,2.0805001653908595,8.860819435950123,0.0010147601476014,-3.4981157827805545,0.808208407170468,0.8879384288798472,61.91440949581263,7107.55184501845
batik,DaL,0.12347840498683571,4.0,0.8764652402548156,5.77397104914735,0.9056603773584906,-0.4209766686563683,0.8880384254635425,1.6050671666231917e-05,29.01950514155171,18.81132075471698
batik,DECART,0.21109970449119336,4.0,1.5527966623383427,7.7843914913967005,0.9528301886792453,-0.7935501365462521,0.8763149536096033,9.336323700924826e-06,20.846335862572417,17.99056603773585
batik,DeepPerf,0.3122851269370517,4.5,1.3960688822773117,7.174592761683691,0.9056603773584906,-0.718376910381799,0.8704621771385177,1.6520476135750447e-05,3442.2911565296586,18.405660377358494
batik,DT,0.1778549951767701,3.5,0.70693838372863,4.534573954471039,0.9433962264150944,-0.785533648431145,0.8869560855341667,1.2812024630052357e-05,27.038380830837326,18.245283018867923
batik,GP,0.2071784434636355,5.0,2.0095757133450336,7.209973284057891,0.8962264150943396,-0.5773881805594323,0.8890791969085224,1.6043819940388862e-05,35.13689834470584,17.962264150943394
batik,HINNPerf,0.18766948579737291,4.0,2.7889131584567766,9.35770271733379,0.9056603773584906,-0.755157865192065,0.8746039833714243,1.610987094781862e-05,17.074204159262006,18.58490566037736
batik,kNN,0.1948567287320298,5.0,1.7945566648619204,8.384367405155722,0.9245283018867924,-0.591655053198628,0.8919142493983174,1.606603832113191e-05,19.14643026667207,18.12264150943396
batik,LR,0.17266967970675626,4.0,2.8145300137879037,9.422314536202308,0.9056603773584906,-0.8426913454505173,0.8730789554784026,1.5862507865694704e-05,17.658198651685442,18.85849056603774
batik,RF,0.24134583761076212,5.0,1.3834856149612282,7.082400639360118,0.8962264150943396,-0.7061540849082655,0.8848241768131211,1.606591806997152e-05,21.38000773705741,18.78301886792453
batik,SPLConqueror,0.19978860125315684,4.0,2.815170631926625,9.408042063815822,0.9056603773584906,-0.9269819180238483,0.8686559842157083,1.5784857176125154e-05,17.153175589613998,18.60377358490566
batik,SVR,0.21470605948351537,5.0,2.6661700877299745,9.406435732288141,0.8962264150943396,-0.7487109312397152,0.8789098091962466,1.6109737398375693e-05,12.91416317465603,19.38679245283019
dconvert,DaL,0.34936813843828624,5.0,0.013697882547582085,0.05195561567367424,0.011149456586081949,-1.9287257371371735,0.7852184764432742,0.9513040909354729,2.6039139770842983,59.49138564598152
dconvert,DECART,0.0990141370431405,1.5,0.02070102635249571,0.06616047994637064,0.1204442778754339,-2.589520929561512,0.801282585365821,0.5418420153649295,2.996594250077533,65.21708636739935
dconvert,DeepPerf,0.2722685235666099,2.0,0.014907104292717577,0.03613960768137803,0.05815385793609485,-2.179360535906013,0.7936322209809035,0.8860721363869133,1165.7568274396422,59.819042208421024
dconvert,DT,0.03892487010897788,2.0,0.01811127333903062,0.0597657686088886,0.08857735718200829,-2.1886266350896393,0.8522682114908373,0.7863772232303128,3.46359088193642,70.17209457601822
dconvert,GP,0.141274141985433,4.0,0.14990337859985725,0.3293848573236025,0.0344372045031723,-1.683385510006587,0.8018281491155123,0.9380684522091218,5.5160109737419685,89.50110856555759
dconvert,HINNPerf,0.19137425285366524,5.0,0.016940700298176514,0.04878144442281229,0.01271187867158165,-1.9644086515112889,0.8043729372328614,0.9511288129919013,2.59022720280612,59.56215584619615
dconvert,kNN,0.4292285818759569,4.0,0.5248189129949481,1.0248571914520643,0.09201782785905355,-0.780638662011216,0.8194165183389308,0.909775844764048,15.351231409971327,236.56361758145317
dconvert,LR,0.04155770329689046,4.0,1.3563869823379981,2.00029375799137,0.008737762755686,-2.3391294981603563,0.8514271535117051,0.9536056802417171,14.135112744786756,122.58663059732444
dconvert,RF,0.1230236424870563,3.0,0.01678940497874659,0.05734853737149104,0.0222693531283138,-1.9658747198020232,0.8100758145885087,0.945320467758358,2.866469513400718,63.73788123883665
dconvert,SPLConqueror,0.03394379666006203,3.0,1.346904525691111,1.9928688865263648,0.0063626723223753,-2.2698469539121735,0.8567943517365357,0.9550924746052025,13.923237940771452,124.69936373276778
dconvert,SVR,0.028075606145595622,4.0,1.1002179179559548,2.2143981562843855,0.010050251959294751,-2.2837118877512577,0.8269784165376337,0.9493223729855973,10.16438217612725,140.1286106875623
deeparch,DaL,0.11974567964076879,3.0,0.032167212607777884,0.115410337771094,0.14442636289666388,-3.2678466394662093,0.8251123036674385,0.9469992034742144,12.350207569486262,31.090317331163547
