Name,FDC,FBD,PLO,Ske,Kur,CL,h_max,Ang,NBC,Gra,MAPE,RD
Landscape results/dconvert/kNN/dconvert_kNN_Run22_None-Off_578-6186_05-26_16-49-35_2.csv,0.09756189605138557,5,0.09941829719725014,0.8672659734978941,0.2461209473383894,1.3082188404989734,0.8139443664159816,nan,0.9041552629763685,nan,15.685327955534245,241.0444209413009
Landscape results/dconvert/kNN/dconvert_kNN_Run14_None-Off_578-6186_05-26_16-43-17_2.csv,0.16253572500340777,6,0.08748674443266172,0.8443740037761289,0.3654664665375025,0.7490732501867083,0.81407283296439,nan,0.9135883791079589,nan,15.283602752657103,240.25662778366913
Landscape results/dconvert/kNN/dconvert_kNN_Run25_None-Off_578-6186_05-26_16-52-01_2.csv,0.12248458580438827,2,0.09554140127388536,0.8532417363301015,0.44824376790117215,0.8747346762846345,0.8246203759543058,nan,0.9060768788898808,nan,15.344297423995204,244.77813163481954
Landscape results/dconvert/kNN/dconvert_kNN_Run3_None-Off_578-6186_05-26_16-34-21_2.csv,0.12588048570270277,4,0.0807222517259692,0.7234632922419203,0.12186418462800797,0.970730022192087,0.8324983618427543,nan,0.9111012132073046,nan,15.714816472658752,239.09824747742962
Landscape results/dconvert/kNN/dconvert_kNN_Run5_None-Off_578-6186_05-26_16-36-00_2.csv,0.18337498302585817,5,0.07883597883597884,0.9912735181502296,0.8634049549826428,0.7489470491901655,0.8164008072933107,nan,0.9115521355789039,nan,15.065447340709163,234.65026455026455
Landscape results/dconvert/kNN/dconvert_kNN_Run1_None-Off_578-6186_05-26_16-32-52_2.csv,0.2179755130982626,4,0.09124668435013263,0.8581723078481744,0.4962073985834694,0.7272750826232443,0.8305461663348638,nan,0.9109685289136392,nan,15.212988855320075,226.5241379310345
Landscape results/dconvert/kNN/dconvert_kNN_Run6_None-Off_578-6186_05-26_16-36-51_2.csv,0.041097304736560654,4,0.08566895822316235,0.8327200031319121,0.3009930472709499,0.7048322933331078,0.8114204315576874,nan,0.912576436935918,nan,15.54060414400579,239.47170809095718
Landscape results/dconvert/kNN/dconvert_kNN_Run28_None-Off_578-6186_05-26_16-54-35_2.csv,0.216289220944206,5,0.07972544878563886,0.8960491069145967,0.5447015608828512,0.8014128523959603,0.8168421499368823,nan,0.9130285883977453,nan,15.654635537121802,240.13569165786694
Landscape results/dconvert/kNN/dconvert_kNN_Run8_None-Off_578-6186_05-26_16-38-38_2.csv,0.2355708693697604,6,0.07989417989417989,0.8257038813272073,0.24551261084954268,0.945860342601064,0.8168431426817979,nan,0.9129796548969789,nan,15.10367716406465,235.24126984126985
Landscape results/dconvert/kNN/dconvert_kNN_Run30_None-Off_578-6186_05-26_16-55-59_2.csv,0.028139257100180486,4,0.08589607635206786,0.7333378935701067,-0.13218299869025207,1.0387837346944933,0.8211441288815957,nan,0.9144489739681644,nan,15.982312354673406,238.94061505832448
Landscape results/dconvert/kNN/dconvert_kNN_Run23_None-Off_578-6186_05-26_16-50-28_2.csv,0.06890987523525426,2,0.09384941675503712,0.8598876069956706,0.23462153250615847,0.7087194737206395,0.8341541554384959,nan,0.9098516777093866,nan,15.884524987401234,245.93796394485685
Landscape results/dconvert/kNN/dconvert_kNN_Run29_None-Off_578-6186_05-26_16-55-09_2.csv,0.19215879175059003,4,0.09341825902335456,0.7764470033842709,0.18416681000245338,0.5335383271881686,0.829366164801414,nan,0.9076599706939593,nan,15.343490225664148,232.81687898089172
Landscape results/dconvert/kNN/dconvert_kNN_Run11_None-Off_578-6186_05-26_16-40-58_2.csv,0.2627463589751044,4,0.08598726114649681,1.03621499893322,1.2230263301975786,0.7900380733383291,0.8098953216260466,nan,0.9106578083604154,nan,15.772756134839478,244.3391719745223
Landscape results/dconvert/kNN/dconvert_kNN_Run18_None-Off_578-6186_05-26_16-46-29_2.csv,0.2104296564732666,3,0.09384941675503712,0.8285372613031382,0.19051058130921827,1.0846447263954653,0.820767092922148,nan,0.9093884765257403,nan,15.035718792355834,232.94485683987276
Landscape results/dconvert/kNN/dconvert_kNN_Run15_None-Off_578-6186_05-26_16-44-02_2.csv,-0.08437905017561391,3,0.10428798305982001,0.7776606068369096,0.046993695486465814,0.645878337547528,0.8223463511147262,nan,0.9051691192222225,nan,15.74303113988732,239.61778718898887
Landscape results/dconvert/kNN/dconvert_kNN_Run24_None-Off_578-6186_05-26_16-51-23_2.csv,0.1406632177637312,2,0.09399893786510886,0.8298168368611598,0.1308539954782204,0.8124890819629323,0.8319124601366754,nan,0.9095602163829731,nan,15.248719269948625,234.35953266064791
Landscape results/dconvert/kNN/dconvert_kNN_Run16_None-Off_578-6186_05-26_16-44-52_2.csv,0.23441931353668688,6,0.08831306187202538,0.6656571470648448,-0.25423929036997395,0.9271692561668449,0.8055649525295199,nan,0.9135403892018034,nan,15.408560429775342,234.01110523532523
Landscape results/dconvert/kNN/dconvert_kNN_Run9_None-Off_578-6186_05-26_16-39-15_2.csv,0.2701412263631244,5,0.09331919406150584,0.8591131538757373,0.2692176570273581,0.6570410673448707,0.8066988600192165,nan,0.9079844003146662,nan,15.13346225286353,228.33987274655354
Landscape results/dconvert/kNN/dconvert_kNN_Run17_None-Off_578-6186_05-26_16-45-42_2.csv,0.16682665400946195,2,0.09713375796178345,0.9060540529458075,0.5598809721064475,0.9622867512145715,0.8180659437557136,nan,0.9058148240459876,nan,16.07198051600538,239.14225053078556
Landscape results/dconvert/kNN/dconvert_kNN_Run13_None-Off_578-6186_05-26_16-42-23_2.csv,0.29918252239035187,6,0.08487084870848709,0.891165309992522,0.3880136192101835,0.8599366153642617,0.8225625700097864,nan,0.9106443505574984,nan,15.119302192944051,230.69530838165525
Landscape results/dconvert/kNN/dconvert_kNN_Run10_None-Off_578-6186_05-26_16-40-05_2.csv,0.2553090251465653,3,0.09278897136797455,0.8745176226694215,0.24334226551951676,0.8714187791968707,0.8133856310406486,nan,0.9097000118187095,nan,15.484586304366236,236.16171792152704
Landscape results/dconvert/kNN/dconvert_kNN_Run12_None-Off_578-6186_05-26_16-41-33_2.csv,0.03468466530076129,2,0.09968186638388123,0.8568872505395202,0.32583310529220766,0.8375468803019234,0.8110358116705709,nan,0.873995901903013,nan,15.607541979195695,241.60286320254508
Landscape results/dconvert/kNN/dconvert_kNN_Run20_None-Off_578-6186_05-26_16-48-03_2.csv,0.14426151146491215,2,0.09713375796178345,0.7700231765280693,0.02199600112141331,0.7624946315087032,0.8011550026596648,nan,0.9090112995467705,nan,15.31602423613139,230.77866242038218
