Name,FDC,FBD,PLO,Ske,Kur,CL,h_max,Ang,NBC,Gra,MAPE,RD
Landscape results/Hadoop/SPLConqueror/Hadoop_SPLConqueror_Run25_None-Off_250-3744_05-26_12-59-44_2.csv,0.16925304062293378,7,0.9996236356793377,-0.04206682579806541,-0.09752380671266181,0.8681299232244087,0.8670676488204659,nan,0.7049922516131063,nan,3.4150139926611818,897.5927738050433
Landscape results/Hadoop/SPLConqueror/Hadoop_SPLConqueror_Run2_None-Off_250-3744_05-26_12-57-12_2.csv,0.19803822025110773,7,1.0,0.03685369265200105,-0.05015541113554223,0.7658980409406222,0.864317553299328,nan,0.7010397512649161,nan,3.186265253166013,889.8314564564564
Landscape results/Hadoop/SPLConqueror/Hadoop_SPLConqueror_Run9_None-Off_250-3744_05-26_12-57-57_2.csv,-0.030704296063159695,8,0.9996220710506425,-0.00833100597311614,-0.16816910985583355,1.0235400435146838,0.8586947952005791,nan,0.7098258768395261,nan,3.376835917482935,901.2668178382464
Landscape results/Hadoop/SPLConqueror/Hadoop_SPLConqueror_Run21_None-Off_250-3744_05-26_12-59-15_2.csv,0.20861344239247753,7,1.0,-0.02053935582862776,0.021210303000285258,0.8465643661994078,0.8654081304030712,nan,0.7024528281088642,nan,3.263409079454539,879.6948960302458
Landscape results/Hadoop/SPLConqueror/Hadoop_SPLConqueror_Run28_None-Off_250-3744_05-26_13-00-04_2.csv,0.23406738664856092,7,0.9996237772761475,-0.03999396503465948,-0.03725152596627668,0.8700284989573165,0.8601232088199989,nan,0.7119971339982107,nan,3.2748746096135894,898.803611738149
Landscape results/Hadoop/SPLConqueror/Hadoop_SPLConqueror_Run3_None-Off_250-3744_05-26_12-57-18_2.csv,0.2796683484338551,7,0.9996230682246513,-0.06425573721937602,-0.11208472698680527,1.511002335903611,0.8647310062347942,nan,0.7155245783381902,nan,3.3243061823904663,897.6630229928383
Landscape results/Hadoop/SPLConqueror/Hadoop_SPLConqueror_Run4_None-Off_250-3744_05-26_12-57-25_2.csv,-0.0165154478692296,8,0.9996219281663516,0.026122079724441458,-0.16425369676057855,0.5195089474017663,0.8667739895756013,nan,0.7100819418633804,nan,3.4424899806371894,912.8892249527411
Landscape results/Hadoop/SPLConqueror/Hadoop_SPLConqueror_Run12_None-Off_250-3744_05-26_12-58-16_2.csv,0.04060927962579722,7,0.9996223564954683,0.030828159012609543,0.009215502646716445,0.48621197576398684,0.8730683680027395,nan,0.7090279916905373,nan,3.4637775467963134,889.7288519637463
Landscape results/Hadoop/SPLConqueror/Hadoop_SPLConqueror_Run7_None-Off_250-3744_05-26_12-57-44_2.csv,-0.045102507813538674,7,0.9996234939759037,0.04594339829799164,-0.42975779099416433,0.6778848147543001,0.8627981216535157,nan,0.7124726852526967,nan,3.2195415393778917,899.155873493976
Landscape results/Hadoop/SPLConqueror/Hadoop_SPLConqueror_Run18_None-Off_250-3744_05-26_12-58-53_2.csv,-0.012969667112093686,7,0.9996233521657251,0.03170966658097787,-0.12183148810348543,0.6445272942648298,0.8712369462340354,nan,0.7056231855630143,nan,3.3970087066490198,892.483615819209
Landscape results/Hadoop/SPLConqueror/Hadoop_SPLConqueror_Run10_None-Off_250-3744_05-26_12-58-03_2.csv,0.059972787072986096,7,1.0,0.06260647045892323,-0.20067590066124552,0.6219784866280276,0.8667250688456609,nan,0.7022788342960399,nan,3.469600313726324,899.2289931869796
