Name,FDC,FBD,PLO,Ske,Kur,CL,h_max,Ang,NBC,Gra,MAPE,RD
Landscape results/redis/DeepPerf/redis_DeepPerf_Run18_None-Off_1633-2767_06-08_17-43-18_2.csv,0.3786539155849299,4,0.9981524249422633,0.14698078962776953,-1.4693351761258633,nan,0.8644098754661088,nan,0.6848887324206593,nan,99.88654268385113,671.2933025404157
Landscape results/redis/DeepPerf/redis_DeepPerf_Run19_None-Off_1633-2767_06-08_18-13-04_2.csv,0.5520940164151295,6,0.999073645206114,0.45512017826520634,-0.7117929102704217,0.817803465450246,0.8633038744662058,nan,0.683315542023861,nan,99.88444858672042,677.528022232515
Landscape results/redis/DeepPerf/redis_DeepPerf_Run17_None-Off_1633-2767_06-08_17-17-49_2.csv,0.4884640496589806,6,0.9986200551977921,0.3657486327578749,-0.8161665450592013,0.5661532944725651,0.8510402622745301,nan,0.7058318604787769,nan,99.88552408429102,687.4208831646735
Landscape results/redis/DeepPerf/redis_DeepPerf_Run26_None-Off_1633-2767_06-08_21-18-50_2.csv,0.2338175290153624,7,0.9949261992619927,0.11048667575995494,0.27543996975670604,0.09881963395997467,0.8556623396051741,nan,0.7313409485757931,nan,99.88535171632799,675.0055350553506
Landscape results/redis/DeepPerf/redis_DeepPerf_Run27_None-Off_1633-2767_06-08_21-49-10_2.csv,0.5375398293044501,6,0.9986225895316805,0.2951380160796504,-0.9186564939069952,1.598380922400265,0.8696302078357809,nan,0.7189552815647219,nan,99.88627962124727,683.6441689623508
Landscape results/redis/DeepPerf/redis_DeepPerf_Run30_None-Off_1633-2767_06-09_00-38-37_2.csv,0.6470744617898655,7,0.9981455725544738,0.3746389189288038,-0.8398861737875092,0.610833094420921,0.86322978953592,nan,0.6805857664067101,nan,99.88317046499478,674.7487250811312
Landscape results/redis/DeepPerf/redis_DeepPerf_Run11_None-Off_1633-2767_06-08_14-30-41_2.csv,0.3929946897972595,6,0.9972527472527473,0.1530821281205924,0.012657675120502088,nan,0.8536507032650777,nan,0.7380203014935122,nan,99.88654408447475,683.1048534798534
Landscape results/redis/DeepPerf/redis_DeepPerf_Run8_None-Off_1633-2767_06-08_13-12-26_2.csv,0.4490837337105218,8,0.9986295111923252,0.09006276403962772,-1.068564843373233,0.5222046600872775,0.8831345673196258,nan,0.7001375649354539,nan,99.88645174879404,687.338053905893
Landscape results/redis/DeepPerf/redis_DeepPerf_Run14_None-Off_1633-2767_06-08_15-53-35_2.csv,0.34710611033909344,7,0.9981566820276497,-0.03891860469612138,-0.8467094775650343,0.5110022291373947,0.8734941406261016,nan,0.7163346297982373,nan,99.8855036462098,681.4723502304147
Landscape results/redis/DeepPerf/redis_DeepPerf_Run21_None-Off_1633-2767_06-08_19-07-17_2.csv,0.11214965374153768,7,0.999535747446611,0.24582193872351596,-0.9863195398730089,3.287163049029048,0.8554367862425911,nan,0.7072296904533909,nan,99.88587249352415,672.0673166202414
Landscape results/redis/DeepPerf/redis_DeepPerf_Run12_None-Off_1633-2767_06-08_14-55-28_2.csv,0.15053872359221634,7,0.996760758907913,0.031288408584476,0.700341984755668,0.30268805174104335,0.8608118966479008,nan,0.7245201198096279,nan,99.88690890515603,648.4747801943545
Landscape results/redis/DeepPerf/redis_DeepPerf_Run6_None-Off_1633-2767_06-08_12-19-04_2.csv,-0.34634212725376556,7,0.9990817263544536,0.3058672073749414,-0.8760147516528711,1.7400364815613658,0.859338241369368,nan,0.7090698571420028,nan,99.88549595933706,691.0091827364555
Landscape results/redis/DeepPerf/redis_DeepPerf_Run16_None-Off_1633-2767_06-08_16-48-58_2.csv,2.7072684098083227e-16,0,0.9995408631772268,0.03734453919057643,-1.9771282931271008,9.561761874839748,0.8644940295808572,nan,0.5858656634313697,nan,99.88577032106315,679.1267217630854
Landscape results/redis/DeepPerf/redis_DeepPerf_Run13_None-Off_1633-2767_06-08_15-24-24_2.csv,0.22701290459276066,9,0.9967904630903255,0.4142560268858065,-0.05485687539505957,1.206330647729032,0.8681835578897275,nan,0.715052050265171,nan,99.8853743757819,682.6941769830353
Landscape results/redis/DeepPerf/redis_DeepPerf_Run4_None-Off_1633-2767_06-08_11-30-39_2.csv,-0.015300464559579405,8,0.9972054028877504,0.12409780949173473,-0.723458942399422,0.7159826063193929,0.8648288373513514,nan,0.7157825282764376,nan,99.88620284736298,662.5966464834653
Landscape results/redis/DeepPerf/redis_DeepPerf_Run22_None-Off_1633-2767_06-08_19-33-26_2.csv,0.00022958260314684116,6,0.9990846681922196,0.020713818375365994,-1.5440525178755162,16.63265489203509,0.8605325373016501,nan,0.5865634862334896,nan,99.88575996965719,697.5839816933639
Landscape results/redis/DeepPerf/redis_DeepPerf_Run1_None-Off_1633-2767_06-08_10-18-30_2.csv,-0.03130829987087628,8,0.9967963386727688,-0.07650001711166676,-0.33411840225468215,0.6484755161266127,0.8654298956382332,nan,0.6975807790492504,nan,99.8866451849427,737.6379862700229
Landscape results/redis/DeepPerf/redis_DeepPerf_Run20_None-Off_1633-2767_06-08_18-40-32_2.csv,0.010305475578625396,6,0.9990749306197965,0.6779089091195072,-0.40205217051916886,17.199567193758636,0.853488695841659,nan,0.585465927458546,nan,99.88557820140636,685.3219241443109
Landscape results/redis/DeepPerf/redis_DeepPerf_Run7_None-Off_1633-2767_06-08_12-44-45_2.csv,0.3848445943458486,9,0.9977189781021898,-0.021682534015185984,-0.1712357963228417,1.0475454350618423,0.8632747769582287,nan,0.725228136263251,nan,99.88549438533416,674.1373175182482
Landscape results/redis/DeepPerf/redis_DeepPerf_Run2_None-Off_1633-2767_06-08_10-42-10_2.csv,0.410200835765395,8,0.9995410738871042,0.24566235092346883,-1.0627274943616511,0.8508693233994832,0.8615591441466618,nan,0.7122161925145117,nan,99.88550666202171,681.6140431390546
Landscape results/redis/DeepPerf/redis_DeepPerf_Run28_None-Off_1633-2767_06-08_23-11-27_2.csv,0.10793151525474787,6,0.9995389580451821,0.12658212042223702,-1.2195180586257184,9.719144961342828,0.8667211245115659,nan,0.5854699515368945,nan,99.8856065897715,693.8215767634855
Landscape results/redis/DeepPerf/redis_DeepPerf_Run10_None-Off_1633-2767_06-08_14-03-05_2.csv,0.3744476905686303,7,0.9977148080438757,0.2018332064752857,-1.1187841483549044,1.8221391900189265,0.8690813960652399,nan,0.7174478712980499,nan,99.88575250090832,677.0918647166362
Landscape results/redis/DeepPerf/redis_DeepPerf_Run15_None-Off_1633-2767_06-08_16-20-22_2.csv,0.41410395100656316,8,0.9967771639042358,0.261576846177877,-0.7692505264067027,0.23449298650012462,0.8786598720109081,nan,0.7060253953539316,nan,99.8846354208344,694.4125230202578
Landscape results/redis/DeepPerf/redis_DeepPerf_Run29_None-Off_1633-2767_06-08_23-54-27_2.csv,0.05051294568835397,6,0.9986276303751144,0.08009404509639259,-1.1376199567297582,11.787685198878945,0.8581652586171081,nan,0.5906383680560523,nan,99.8866729278275,700.7863677950595
Landscape results/redis/DeepPerf/redis_DeepPerf_Run23_None-Off_1633-2767_06-08_20-00-03_2.csv,0.2636541766601797,7,0.9990817263544536,-0.05934882221694888,-1.3779896908506535,3.0871662876457693,0.8632550448255899,nan,0.5638529023274282,nan,99.88580441242654,699.6813590449954
Landscape results/redis/DeepPerf/redis_DeepPerf_Run5_None-Off_1633-2767_06-08_11-54-32_2.csv,-0.08579540418139768,7,0.9995381062355658,0.037691751851180184,-1.8018706563941576,16.26092221494306,0.8699174694534229,nan,0.5630172818490907,nan,99.88548068003558,686.4974595842956
Landscape results/redis/DeepPerf/redis_DeepPerf_Run25_None-Off_1633-2767_06-08_20-50-45_2.csv,-0.05371348954550887,6,0.9995448338643604,1.1012974251790337,0.6344449234641809,13.450912515618983,0.8658902368939227,nan,0.48651436735647974,nan,99.88588003378372,720.4565316340464
Landscape results/redis/DeepPerf/redis_DeepPerf_Run9_None-Off_1633-2767_06-08_13-37-22_2.csv,0.35844866987324214,7,0.9967860422405876,0.6003123577259362,-0.8173369227839182,0.21079372813229438,0.8497022531078157,nan,0.7014655673464605,nan,99.88539278513892,682.4132231404959
Landscape results/redis/DeepPerf/redis_DeepPerf_Run3_None-Off_1633-2767_06-08_11-06-45_2.csv,0.10976903536560735,8,0.9972590223846505,-0.31132211842406776,-1.007363473680942,0.3561213455548451,0.8665042761198927,nan,0.7009331919537775,nan,99.88544179611343,676.760164458657
